iso_code,date,total_vaccinations,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred
ABW,3/29/21,25766,10166,-1,-1,24.13,9.52
ABW,3/30/21,-1,-1,-1,1278,-1,-1
ABW,3/31/21,-1,-1,-1,1278,-1,-1
ABW,4/1/21,-1,-1,-1,1278,-1,-1
ABW,4/2/21,-1,-1,-1,1278,-1,-1
ABW,4/3/21,-1,-1,-1,1278,-1,-1
ABW,4/4/21,-1,-1,-1,1278,-1,-1
ABW,4/5/21,-1,-1,-1,1278,-1,-1
ABW,4/6/21,-1,-1,-1,1278,-1,-1
ABW,4/7/21,-1,-1,-1,1278,-1,-1
ABW,4/8/21,-1,-1,-1,1278,-1,-1
ABW,4/9/21,-1,-1,-1,1278,-1,-1
ABW,4/10/21,41096,11899,-1,1278,38.49,11.14
ABW,4/11/21,-1,-1,-1,1236,-1,-1
ABW,4/12/21,43073,11934,-1,1195,40.34,11.18
ABW,4/13/21,45588,12025,2515,1372,42.7,11.26
ABW,4/14/21,48200,12142,2612,1562,45.15,11.37
ABW,4/15/21,50546,12565,2346,1715,47.34,11.77
ABW,4/16/21,52955,12994,2409,1877,49.6,12.17
ABW,4/17/21,55582,13812,2627,2069,52.06,12.94
ABW,4/18/21,55651,13814,69,1938,52.12,12.94
ABW,4/19/21,58178,14912,2527,2158,54.49,13.97
ABW,4/20/21,60379,16434,2201,2113,56.55,15.39
ABW,4/21/21,62342,17921,1963,2020,58.39,16.79
ABW,4/22/21,64288,19191,1946,1963,60.21,17.97
ABW,4/23/21,67950,19889,3662,2142,63.64,18.63
ABW,4/24/21,69279,19928,1329,1957,64.89,18.67
ABW,4/25/21,73103,19942,3824,2493,68.47,18.68
ABW,4/26/21,73360,20116,257,2169,68.71,18.84
ABW,4/27/21,-1,-1,-1,1948,-1,-1
ABW,4/28/21,74668,20855,-1,1761,69.94,19.53
ABW,4/29/21,75846,21751,1178,1651,71.04,20.37
ABW,4/30/21,76865,22559,1019,1274,71.99,21.13
AFG,2/22/21,0,-1,-1,-1,0,-1
AFG,2/23/21,-1,-1,-1,1367,-1,-1
AFG,2/24/21,-1,-1,-1,1367,-1,-1
AFG,2/25/21,-1,-1,-1,1367,-1,-1
AFG,2/26/21,-1,-1,-1,1367,-1,-1
AFG,2/27/21,-1,-1,-1,1367,-1,-1
AFG,2/28/21,8200,-1,-1,1367,0.02,-1
AFG,3/1/21,-1,-1,-1,1580,-1,-1
AFG,3/2/21,-1,-1,-1,1794,-1,-1
AFG,3/3/21,-1,-1,-1,2008,-1,-1
AFG,3/4/21,-1,-1,-1,2221,-1,-1
AFG,3/5/21,-1,-1,-1,2435,-1,-1
AFG,3/6/21,-1,-1,-1,2649,-1,-1
AFG,3/7/21,-1,-1,-1,2862,-1,-1
AFG,3/8/21,-1,-1,-1,2862,-1,-1
AFG,3/9/21,-1,-1,-1,2862,-1,-1
AFG,3/10/21,-1,-1,-1,2862,-1,-1
AFG,3/11/21,-1,-1,-1,2862,-1,-1
AFG,3/12/21,-1,-1,-1,2862,-1,-1
AFG,3/13/21,-1,-1,-1,2862,-1,-1
AFG,3/14/21,-1,-1,-1,2862,-1,-1
AFG,3/15/21,-1,-1,-1,2862,-1,-1
AFG,3/16/21,54000,-1,-1,2862,0.14,-1
AFG,3/17/21,-1,-1,-1,2882,-1,-1
AFG,3/18/21,-1,-1,-1,2902,-1,-1
AFG,3/19/21,-1,-1,-1,2921,-1,-1
AFG,3/20/21,-1,-1,-1,2941,-1,-1
AFG,3/21/21,-1,-1,-1,2961,-1,-1
AFG,3/22/21,-1,-1,-1,2980,-1,-1
AFG,3/23/21,-1,-1,-1,3000,-1,-1
AFG,3/24/21,-1,-1,-1,3000,-1,-1
AFG,3/25/21,-1,-1,-1,3000,-1,-1
AFG,3/26/21,-1,-1,-1,3000,-1,-1
AFG,3/27/21,-1,-1,-1,3000,-1,-1
AFG,3/28/21,-1,-1,-1,3000,-1,-1
AFG,3/29/21,-1,-1,-1,3000,-1,-1
AFG,3/30/21,-1,-1,-1,3000,-1,-1
AFG,3/31/21,-1,-1,-1,3000,-1,-1
AFG,4/1/21,-1,-1,-1,3000,-1,-1
AFG,4/2/21,-1,-1,-1,3000,-1,-1
AFG,4/3/21,-1,-1,-1,3000,-1,-1
AFG,4/4/21,-1,-1,-1,3000,-1,-1
AFG,4/5/21,-1,-1,-1,3000,-1,-1
AFG,4/6/21,-1,-1,-1,3000,-1,-1
AFG,4/7/21,120000,-1,-1,3000,0.31,-1
AFG,4/8/21,-1,-1,-1,3714,-1,-1
AFG,4/9/21,-1,-1,-1,4429,-1,-1
AFG,4/10/21,-1,-1,-1,5143,-1,-1
AFG,4/11/21,-1,-1,-1,5857,-1,-1
AFG,4/12/21,-1,-1,-1,6571,-1,-1
AFG,4/13/21,-1,-1,-1,7286,-1,-1
AFG,4/14/21,-1,-1,-1,8000,-1,-1
AFG,4/15/21,-1,-1,-1,8000,-1,-1
AFG,4/16/21,-1,-1,-1,8000,-1,-1
AFG,4/17/21,-1,-1,-1,8000,-1,-1
AFG,4/18/21,-1,-1,-1,8000,-1,-1
AFG,4/19/21,-1,-1,-1,8000,-1,-1
AFG,4/20/21,-1,-1,-1,8000,-1,-1
AFG,4/21/21,-1,-1,-1,8000,-1,-1
AFG,4/22/21,240000,-1,-1,8000,0.62,-1
AGO,3/1/21,0,-1,-1,-1,0,-1
AGO,3/2/21,-1,-1,-1,881,-1,-1
AGO,3/3/21,-1,-1,-1,881,-1,-1
AGO,3/4/21,-1,-1,-1,881,-1,-1
AGO,3/5/21,-1,-1,-1,881,-1,-1
AGO,3/6/21,-1,-1,-1,881,-1,-1
AGO,3/7/21,-1,-1,-1,881,-1,-1
AGO,3/8/21,6169,-1,-1,881,0.02,-1
AGO,3/9/21,-1,-1,-1,1367,-1,-1
AGO,3/10/21,-1,-1,-1,1853,-1,-1
AGO,3/11/21,-1,-1,-1,2339,-1,-1
AGO,3/12/21,-1,-1,-1,2825,-1,-1
AGO,3/13/21,-1,-1,-1,3311,-1,-1
AGO,3/14/21,-1,-1,-1,3797,-1,-1
AGO,3/15/21,-1,-1,-1,4283,-1,-1
AGO,3/16/21,-1,-1,-1,4283,-1,-1
AGO,3/17/21,-1,-1,-1,4283,-1,-1
AGO,3/18/21,49000,-1,-1,4283,0.15,-1
AGO,3/19/21,-1,-1,-1,4577,-1,-1
AGO,3/20/21,-1,-1,-1,4870,-1,-1
AGO,3/21/21,-1,-1,-1,5163,-1,-1
AGO,3/22/21,-1,-1,-1,5457,-1,-1
AGO,3/23/21,-1,-1,-1,5750,-1,-1
AGO,3/24/21,87022,-1,-1,6044,0.26,-1
AGO,3/25/21,-1,-1,-1,6681,-1,-1
AGO,3/26/21,-1,-1,-1,7025,-1,-1
AGO,3/27/21,-1,-1,-1,7369,-1,-1
AGO,3/28/21,-1,-1,-1,7713,-1,-1
AGO,3/29/21,130750,-1,-1,8057,0.4,-1
AGO,3/30/21,-1,-1,-1,8060,-1,-1
AGO,3/31/21,-1,-1,-1,8062,-1,-1
AGO,4/1/21,-1,-1,-1,7720,-1,-1
AGO,4/2/21,-1,-1,-1,7379,-1,-1
AGO,4/3/21,-1,-1,-1,7037,-1,-1
AGO,4/4/21,-1,-1,-1,6695,-1,-1
AGO,4/5/21,-1,-1,-1,6354,-1,-1
AGO,4/6/21,181578,-1,-1,6354,0.55,-1
AGO,4/7/21,-1,-1,-1,7271,-1,-1
AGO,4/8/21,-1,-1,-1,8188,-1,-1
AGO,4/9/21,-1,-1,-1,9105,-1,-1
AGO,4/10/21,-1,-1,-1,10022,-1,-1
AGO,4/11/21,245442,-1,-1,10939,0.75,-1
AGO,4/12/21,-1,-1,-1,12710,-1,-1
AGO,4/13/21,-1,-1,-1,14481,-1,-1
AGO,4/14/21,-1,-1,-1,15335,-1,-1
AGO,4/15/21,-1,-1,-1,16189,-1,-1
AGO,4/16/21,-1,-1,-1,17043,-1,-1
AGO,4/17/21,-1,-1,-1,17897,-1,-1
AGO,4/18/21,-1,-1,-1,18751,-1,-1
AGO,4/19/21,395447,-1,-1,18751,1.2,-1
AGO,4/20/21,-1,-1,-1,18247,-1,-1
AGO,4/21/21,-1,-1,-1,17743,-1,-1
AGO,4/22/21,-1,-1,-1,17240,-1,-1
AGO,4/23/21,456349,-1,-1,16736,1.39,-1
AIA,2/4/21,0,-1,-1,-1,0,-1
AIA,2/5/21,-1,-1,-1,149,-1,-1
AIA,2/6/21,-1,-1,-1,149,-1,-1
AIA,2/7/21,-1,-1,-1,149,-1,-1
AIA,2/8/21,-1,-1,-1,149,-1,-1
AIA,2/9/21,-1,-1,-1,149,-1,-1
AIA,2/10/21,-1,-1,-1,149,-1,-1
AIA,2/11/21,-1,-1,-1,149,-1,-1
AIA,2/12/21,-1,-1,-1,149,-1,-1
AIA,2/13/21,1341,-1,-1,149,8.94,-1
AIA,2/14/21,2762,-1,1421,331,18.41,-1
AIA,2/15/21,-1,-1,-1,323,-1,-1
AIA,2/16/21,-1,-1,-1,316,-1,-1
AIA,2/17/21,-1,-1,-1,309,-1,-1
AIA,2/18/21,-1,-1,-1,301,-1,-1
AIA,2/19/21,-1,-1,-1,294,-1,-1
AIA,2/20/21,-1,-1,-1,286,-1,-1
AIA,2/21/21,-1,-1,-1,97,-1,-1
AIA,2/22/21,-1,-1,-1,97,-1,-1
AIA,2/23/21,-1,-1,-1,97,-1,-1
AIA,2/24/21,-1,-1,-1,97,-1,-1
AIA,2/25/21,-1,-1,-1,97,-1,-1
AIA,2/26/21,3929,-1,-1,97,26.19,-1
AIA,2/27/21,-1,-1,-1,93,-1,-1
AIA,2/28/21,-1,-1,-1,89,-1,-1
AIA,3/1/21,-1,-1,-1,86,-1,-1
AIA,3/2/21,-1,-1,-1,82,-1,-1
AIA,3/3/21,-1,-1,-1,78,-1,-1
AIA,3/4/21,-1,-1,-1,74,-1,-1
AIA,3/5/21,-1,-1,-1,70,-1,-1
AIA,3/6/21,-1,-1,-1,70,-1,-1
AIA,3/7/21,-1,-1,-1,70,-1,-1
AIA,3/8/21,-1,-1,-1,70,-1,-1
AIA,3/9/21,4700,-1,-1,70,31.33,-1
AIA,3/10/21,-1,-1,-1,71,-1,-1
AIA,3/11/21,-1,-1,-1,71,-1,-1
AIA,3/12/21,-1,-1,-1,72,-1,-1
AIA,3/13/21,5000,-1,-1,73,33.33,-1
AIA,3/14/21,-1,-1,-1,71,-1,-1
AIA,3/15/21,-1,-1,-1,69,-1,-1
AIA,3/16/21,-1,-1,-1,68,-1,-1
AIA,3/17/21,-1,-1,-1,65,-1,-1
AIA,3/18/21,-1,-1,-1,63,-1,-1
AIA,3/19/21,5348,-1,-1,60,35.65,-1
AIA,3/20/21,-1,-1,-1,53,-1,-1
AIA,3/21/21,-1,-1,-1,47,-1,-1
AIA,3/22/21,-1,-1,-1,42,-1,-1
AIA,3/23/21,-1,-1,-1,36,-1,-1
AIA,3/24/21,-1,-1,-1,31,-1,-1
AIA,3/25/21,-1,-1,-1,26,-1,-1
AIA,3/26/21,-1,-1,-1,20,-1,-1
AIA,3/27/21,-1,-1,-1,20,-1,-1
AIA,3/28/21,-1,-1,-1,20,-1,-1
AIA,3/29/21,-1,-1,-1,20,-1,-1
AIA,3/30/21,-1,-1,-1,20,-1,-1
AIA,3/31/21,-1,-1,-1,20,-1,-1
AIA,4/1/21,-1,-1,-1,20,-1,-1
AIA,4/2/21,-1,-1,-1,20,-1,-1
AIA,4/3/21,-1,-1,-1,20,-1,-1
AIA,4/4/21,-1,-1,-1,20,-1,-1
AIA,4/5/21,-1,-1,-1,20,-1,-1
AIA,4/6/21,-1,-1,-1,20,-1,-1
AIA,4/7/21,-1,-1,-1,20,-1,-1
AIA,4/8/21,-1,-1,-1,20,-1,-1
AIA,4/9/21,-1,-1,-1,20,-1,-1
AIA,4/10/21,-1,-1,-1,20,-1,-1
AIA,4/11/21,-1,-1,-1,20,-1,-1
AIA,4/12/21,5835,-1,-1,20,38.89,-1
AIA,4/13/21,-1,-1,-1,33,-1,-1
AIA,4/14/21,-1,-1,-1,45,-1,-1
AIA,4/15/21,-1,-1,-1,57,-1,-1
AIA,4/16/21,-1,-1,-1,69,-1,-1
AIA,4/17/21,-1,-1,-1,82,-1,-1
AIA,4/18/21,-1,-1,-1,94,-1,-1
AIA,4/19/21,-1,-1,-1,106,-1,-1
AIA,4/20/21,-1,-1,-1,106,-1,-1
AIA,4/21/21,-1,-1,-1,106,-1,-1
AIA,4/22/21,6898,783,-1,106,45.98,5.22
ALB,1/10/21,0,-1,-1,-1,0,-1
ALB,1/11/21,-1,-1,-1,64,-1,-1
ALB,1/12/21,128,-1,-1,64,0,-1
ALB,1/13/21,188,-1,60,63,0.01,-1
ALB,1/14/21,266,-1,78,66,0.01,-1
ALB,1/15/21,308,-1,42,62,0.01,-1
ALB,1/16/21,369,-1,61,62,0.01,-1
ALB,1/17/21,405,-1,36,58,0.01,-1
ALB,1/18/21,447,-1,42,55,0.02,-1
ALB,1/19/21,483,-1,36,51,0.02,-1
ALB,1/20/21,519,-1,36,47,0.02,-1
ALB,1/21/21,549,-1,30,40,0.02,-1
ALB,1/22/21,-1,-1,-1,34,-1,-1
ALB,1/23/21,-1,-1,-1,26,-1,-1
ALB,1/24/21,-1,-1,-1,21,-1,-1
ALB,1/25/21,-1,-1,-1,15,-1,-1
ALB,1/26/21,-1,-1,-1,9,-1,-1
ALB,1/27/21,-1,-1,-1,4,-1,-1
ALB,1/28/21,-1,-1,-1,0,-1,-1
ALB,1/29/21,-1,-1,-1,0,-1,-1
ALB,1/30/21,-1,-1,-1,0,-1,-1
ALB,1/31/21,-1,-1,-1,0,-1,-1
ALB,2/1/21,-1,-1,-1,0,-1,-1
ALB,2/2/21,550,1,-1,0,0.02,0
ALB,2/3/21,-1,-1,-1,12,-1,-1
ALB,2/4/21,-1,-1,-1,24,-1,-1
ALB,2/5/21,-1,-1,-1,35,-1,-1
ALB,2/6/21,-1,-1,-1,47,-1,-1
ALB,2/7/21,-1,-1,-1,59,-1,-1
ALB,2/8/21,-1,-1,-1,71,-1,-1
ALB,2/9/21,1127,438,-1,82,0.04,0.02
ALB,2/10/21,-1,-1,-1,81,-1,-1
ALB,2/11/21,-1,-1,-1,79,-1,-1
ALB,2/12/21,-1,-1,-1,78,-1,-1
ALB,2/13/21,-1,-1,-1,76,-1,-1
ALB,2/14/21,-1,-1,-1,75,-1,-1
ALB,2/15/21,-1,-1,-1,73,-1,-1
ALB,2/16/21,-1,-1,-1,72,-1,-1
ALB,2/17/21,1701,611,-1,72,0.06,0.02
ALB,2/18/21,3049,611,1348,254,0.11,0.02
ALB,2/19/21,4177,-1,1128,405,0.15,-1
ALB,2/20/21,-1,-1,-1,516,-1,-1
ALB,2/21/21,-1,-1,-1,627,-1,-1
ALB,2/22/21,6728,655,-1,739,0.23,0.02
ALB,2/23/21,-1,-1,-1,891,-1,-1
ALB,2/24/21,-1,-1,-1,1043,-1,-1
ALB,2/25/21,10135,-1,-1,1012,0.35,-1
ALB,2/26/21,-1,-1,-1,1000,-1,-1
ALB,2/27/21,-1,-1,-1,1027,-1,-1
ALB,2/28/21,-1,-1,-1,1054,-1,-1
ALB,3/1/21,14295,-1,-1,1081,0.5,-1
ALB,3/2/21,-1,-1,-1,1026,-1,-1
ALB,3/3/21,15793,-1,-1,971,0.55,-1
ALB,3/4/21,-1,-1,-1,927,-1,-1
ALB,3/5/21,-1,-1,-1,897,-1,-1
ALB,3/6/21,-1,-1,-1,867,-1,-1
ALB,3/7/21,-1,-1,-1,838,-1,-1
ALB,3/8/21,-1,-1,-1,808,-1,-1
ALB,3/9/21,-1,-1,-1,820,-1,-1
ALB,3/10/21,21613,-1,-1,831,0.75,-1
ALB,3/11/21,-1,-1,-1,857,-1,-1
ALB,3/12/21,23635,-1,-1,883,0.82,-1
ALB,3/13/21,-1,-1,-1,1042,-1,-1
ALB,3/14/21,-1,-1,-1,1201,-1,-1
ALB,3/15/21,-1,-1,-1,1361,-1,-1
ALB,3/16/21,-1,-1,-1,1520,-1,-1
ALB,3/17/21,33369,-1,-1,1679,1.16,-1
ALB,3/18/21,-1,-1,-1,1960,-1,-1
ALB,3/19/21,-1,-1,-1,2240,-1,-1
ALB,3/20/21,-1,-1,-1,2386,-1,-1
ALB,3/21/21,-1,-1,-1,2533,-1,-1
ALB,3/22/21,48229,-1,-1,2679,1.68,-1
ALB,3/23/21,51690,-1,3461,2895,1.8,-1
ALB,3/24/21,53992,-1,2302,2946,1.88,-1
ALB,3/25/21,59348,-1,5356,3287,2.06,-1
ALB,3/26/21,62248,-1,2900,3276,2.16,-1
ALB,3/27/21,64075,-1,1827,3113,2.23,-1
ALB,3/28/21,78000,-1,13925,4678,2.71,-1
ALB,3/29/21,-1,-1,-1,7204,-1,-1
ALB,3/30/21,119321,-1,-1,9662,4.15,-1
ALB,3/31/21,138846,-1,19525,12122,4.82,-1
ALB,4/1/21,155463,-1,16617,13731,5.4,-1
ALB,4/2/21,172486,-1,17023,15748,5.99,-1
ALB,4/3/21,185496,-1,13010,17346,6.45,-1
ALB,4/4/21,192882,-1,7386,16412,6.7,-1
ALB,4/5/21,206708,-1,13826,15435,7.18,-1
ALB,4/6/21,221588,-1,14880,14610,7.7,-1
ALB,4/7/21,232379,-1,10791,13362,8.07,-1
ALB,4/8/21,242542,-1,10163,12440,8.43,-1
ALB,4/9/21,250676,-1,8134,11170,8.71,-1
ALB,4/10/21,256810,-1,6134,10188,8.92,-1
ALB,4/11/21,-1,-1,-1,9898,-1,-1
ALB,4/12/21,267531,-1,-1,8689,9.3,-1
ALB,4/13/21,281216,-1,13685,8518,9.77,-1
ALB,4/14/21,-1,-1,-1,8639,-1,-1
ALB,4/15/21,304488,-1,-1,8849,10.58,-1
ALB,4/16/21,314622,-1,10134,9135,10.93,-1
ALB,4/17/21,324840,-1,10218,9719,11.29,-1
ALB,4/18/21,332905,-1,8065,10105,11.57,-1
ALB,4/19/21,345934,-1,13029,11200,12.02,-1
ALB,4/20/21,350000,-1,4066,9826,12.16,-1
ALB,4/21/21,372075,-1,22075,11318,12.93,-1
ALB,4/22/21,382998,-1,10923,11216,13.31,-1
ALB,4/23/21,391351,-1,8353,10961,13.6,-1
ALB,4/24/21,400064,-1,8713,10746,13.9,-1
ALB,4/25/21,-1,-1,-1,10205,-1,-1
ALB,4/26/21,408619,-1,-1,8955,14.2,-1
ALB,4/27/21,416855,-1,8236,9551,14.49,-1
ALB,4/28/21,433628,-1,16773,8793,15.07,-1
ALB,4/29/21,453248,-1,19620,10036,15.75,-1
ALB,4/30/21,476903,-1,23655,12222,16.57,-1
ALB,5/1/21,494028,-1,17125,13423,17.17,-1
AND,1/25/21,576,-1,-1,-1,0.75,-1
AND,1/26/21,-1,-1,-1,66,-1,-1
AND,1/27/21,-1,-1,-1,66,-1,-1
AND,1/28/21,-1,-1,-1,66,-1,-1
AND,1/29/21,-1,-1,-1,66,-1,-1
AND,1/30/21,-1,-1,-1,66,-1,-1
AND,1/31/21,-1,-1,-1,66,-1,-1
AND,2/1/21,1036,-1,-1,66,1.34,-1
AND,2/2/21,-1,-1,-1,60,-1,-1
AND,2/3/21,-1,-1,-1,55,-1,-1
AND,2/4/21,-1,-1,-1,50,-1,-1
AND,2/5/21,-1,-1,-1,44,-1,-1
AND,2/6/21,-1,-1,-1,39,-1,-1
AND,2/7/21,-1,-1,-1,34,-1,-1
AND,2/8/21,-1,-1,-1,28,-1,-1
AND,2/9/21,-1,-1,-1,28,-1,-1
AND,2/10/21,1291,-1,-1,28,1.67,-1
AND,2/11/21,-1,-1,-1,48,-1,-1
AND,2/12/21,1622,-1,-1,68,2.1,-1
AND,2/13/21,-1,-1,-1,74,-1,-1
AND,2/14/21,-1,-1,-1,81,-1,-1
AND,2/15/21,-1,-1,-1,87,-1,-1
AND,2/16/21,-1,-1,-1,94,-1,-1
AND,2/17/21,-1,-1,-1,100,-1,-1
AND,2/18/21,-1,-1,-1,87,-1,-1
AND,2/19/21,2141,-1,-1,74,2.77,-1
AND,2/20/21,-1,-1,-1,71,-1,-1
AND,2/21/21,-1,-1,-1,67,-1,-1
AND,2/22/21,-1,-1,-1,64,-1,-1
AND,2/23/21,-1,-1,-1,60,-1,-1
AND,2/24/21,2390,-1,-1,57,3.09,-1
AND,2/25/21,-1,-1,-1,56,-1,-1
AND,2/26/21,2526,-1,-1,55,3.27,-1
AND,2/27/21,-1,-1,-1,63,-1,-1
AND,2/28/21,-1,-1,-1,72,-1,-1
AND,3/1/21,-1,-1,-1,80,-1,-1
AND,3/2/21,-1,-1,-1,89,-1,-1
AND,3/3/21,-1,-1,-1,97,-1,-1
AND,3/4/21,-1,-1,-1,103,-1,-1
AND,3/5/21,-1,-1,-1,108,-1,-1
AND,3/6/21,-1,-1,-1,108,-1,-1
AND,3/7/21,-1,-1,-1,108,-1,-1
AND,3/8/21,3611,1172,-1,108,4.67,1.52
AND,3/9/21,-1,-1,-1,186,-1,-1
AND,3/10/21,4914,1264,-1,264,6.36,1.64
AND,3/11/21,-1,-1,-1,347,-1,-1
AND,3/12/21,-1,-1,-1,430,-1,-1
AND,3/13/21,-1,-1,-1,513,-1,-1
AND,3/14/21,-1,-1,-1,596,-1,-1
AND,3/15/21,8363,1265,-1,679,10.82,1.64
AND,3/16/21,-1,-1,-1,619,-1,-1
AND,3/17/21,-1,-1,-1,559,-1,-1
AND,3/18/21,-1,-1,-1,493,-1,-1
AND,3/19/21,9288,-1,-1,428,12.02,-1
AND,3/20/21,-1,-1,-1,357,-1,-1
AND,3/21/21,-1,-1,-1,287,-1,-1
AND,3/22/21,-1,-1,-1,217,-1,-1
AND,3/23/21,-1,-1,-1,212,-1,-1
AND,3/24/21,-1,-1,-1,207,-1,-1
AND,3/25/21,-1,-1,-1,202,-1,-1
AND,3/26/21,-1,-1,-1,197,-1,-1
AND,3/27/21,-1,-1,-1,197,-1,-1
AND,3/28/21,-1,-1,-1,197,-1,-1
AND,3/29/21,-1,-1,-1,197,-1,-1
AND,3/30/21,-1,-1,-1,197,-1,-1
AND,3/31/21,-1,-1,-1,197,-1,-1
AND,4/1/21,-1,-1,-1,197,-1,-1
AND,4/2/21,-1,-1,-1,197,-1,-1
AND,4/3/21,-1,-1,-1,197,-1,-1
AND,4/4/21,12440,-1,-1,197,16.1,-1
AND,4/5/21,15269,4484,2829,573,19.76,5.8
AND,4/6/21,-1,-1,-1,588,-1,-1
AND,4/7/21,-1,-1,-1,603,-1,-1
AND,4/8/21,-1,-1,-1,619,-1,-1
AND,4/9/21,-1,-1,-1,634,-1,-1
AND,4/10/21,-1,-1,-1,649,-1,-1
AND,4/11/21,17091,-1,-1,664,22.12,-1
AND,4/12/21,19064,-1,1973,542,24.67,-1
AND,4/13/21,-1,-1,-1,649,-1,-1
AND,4/14/21,-1,-1,-1,755,-1,-1
AND,4/15/21,-1,-1,-1,862,-1,-1
AND,4/16/21,-1,-1,-1,969,-1,-1
AND,4/17/21,-1,-1,-1,1075,-1,-1
AND,4/18/21,-1,-1,-1,1182,-1,-1
AND,4/19/21,26414,4681,-1,1050,34.19,6.06
ARE,1/5/21,826301,-1,-1,-1,8.35,-1
ARE,1/6/21,826301,-1,0,0,8.35,-1
ARE,1/7/21,887697,-1,61396,30698,8.98,-1
ARE,1/8/21,941556,-1,53859,38418,9.52,-1
ARE,1/9/21,1020349,-1,78793,48512,10.32,-1
ARE,1/10/21,1086568,250000,66219,52053,10.99,2.53
ARE,1/11/21,1167251,-1,80683,56825,11.8,-1
ARE,1/12/21,1275652,-1,108401,64193,12.9,-1
ARE,1/13/21,1394580,-1,118928,81183,14.1,-1
ARE,1/14/21,1527833,-1,133253,91448,15.45,-1
ARE,1/15/21,1665987,-1,138154,103490,16.84,-1
ARE,1/16/21,1797926,-1,131939,111082,18.18,-1
ARE,1/17/21,1882778,-1,84852,113744,19.04,-1
ARE,1/18/21,1971521,-1,88743,114896,19.93,-1
ARE,1/19/21,2065367,-1,93846,112816,20.88,-1
ARE,1/20/21,2161150,-1,95783,109510,21.85,-1
ARE,1/21/21,2246069,-1,84919,102605,22.71,-1
ARE,1/22/21,2339073,-1,93004,96155,23.65,-1
ARE,1/23/21,2426793,-1,87720,89838,24.54,-1
ARE,1/24/21,2487784,-1,60991,86429,25.15,-1
ARE,1/25/21,2571086,-1,83302,85652,26,-1
ARE,1/26/21,2677675,-1,106589,87473,27.07,-1
ARE,1/27/21,2764445,-1,86770,86185,27.95,-1
ARE,1/28/21,2868645,-1,104200,88939,29,-1
ARE,1/29/21,3006601,-1,137956,95361,30.4,-1
ARE,1/30/21,3114162,-1,107561,98196,31.49,-1
ARE,1/31/21,3334162,-1,220000,120911,33.71,-1
ARE,2/1/21,3440777,-1,106615,124242,34.79,-1
ARE,2/2/21,3564517,-1,123740,126692,36.04,-1
ARE,2/3/21,3691591,-1,127074,132449,37.32,-1
ARE,2/4/21,3849374,-1,157783,140104,38.92,-1
ARE,2/5/21,4008160,-1,158786,143080,40.53,-1
ARE,2/6/21,4201347,-1,193187,155312,42.48,-1
ARE,2/7/21,4313868,-1,112521,139958,43.62,-1
ARE,2/8/21,4413649,-1,99781,138982,44.63,-1
ARE,2/9/21,4527144,-1,113495,137518,45.77,-1
ARE,2/10/21,4684658,-1,157514,141867,47.37,-1
ARE,2/11/21,4792208,-1,107550,134691,48.45,-1
ARE,2/12/21,4901795,-1,109587,127662,49.56,-1
ARE,2/13/21,5005264,-1,103469,114845,50.61,-1
ARE,2/14/21,5055231,-1,49967,105909,51.11,-1
ARE,2/15/21,5086835,-1,31604,96169,51.43,-1
ARE,2/16/21,5198725,-1,111890,95940,52.56,-1
ARE,2/17/21,5284406,-1,85681,85678,53.43,-1
ARE,2/18/21,5373730,-1,89324,83075,54.33,-1
ARE,2/19/21,5466831,-1,93101,80719,55.27,-1
ARE,2/20/21,5553391,-1,86560,78304,56.15,-1
ARE,2/21/21,5554342,-1,951,71302,56.16,-1
ARE,2/22/21,5557793,-1,3451,67280,56.19,-1
ARE,2/23/21,5668264,2187849,110471,67077,57.31,22.12
ARE,2/24/21,5761463,-1,93199,68151,58.25,-1
ARE,2/25/21,5846036,-1,84573,67472,59.11,-1
ARE,2/26/21,5933299,-1,87263,66638,59.99,-1
ARE,2/27/21,6015089,-1,81790,65957,60.82,-1
ARE,2/28/21,6020461,-1,5372,66588,60.87,-1
ARE,3/1/21,6028417,-1,7956,67232,60.95,-1
ARE,3/2/21,6094956,-1,66539,60956,61.62,-1
ARE,3/3/21,6168330,-1,73374,58124,62.37,-1
ARE,3/4/21,6204004,-1,35674,51138,62.73,-1
ARE,3/5/21,6235316,-1,31312,43145,63.04,-1
ARE,3/6/21,6265860,-1,30544,35824,63.35,-1
ARE,3/7/21,6273009,-1,7149,36078,63.43,-1
ARE,3/8/21,6287751,-1,14742,37048,63.57,-1
ARE,3/9/21,6325211,-1,37460,32894,63.95,-1
ARE,3/10/21,6367861,-1,42650,28504,64.38,-1
ARE,3/11/21,6407350,-1,39489,29049,64.78,-1
ARE,3/12/21,6462887,-1,55537,32510,65.35,-1
ARE,3/13/21,6516723,-1,53836,35838,65.89,-1
ARE,3/14/21,6540912,-1,24189,38272,66.13,-1
ARE,3/15/21,6578881,-1,37969,41590,66.52,-1
ARE,3/16/21,6668627,-1,89746,49059,67.43,-1
ARE,3/17/21,6830369,-1,161742,66073,69.06,-1
ARE,3/18/21,6980466,-1,150097,81874,70.58,-1
ARE,3/19/21,7124146,-1,143680,94466,72.03,-1
ARE,3/20/21,7181056,-1,56910,94905,72.61,-1
ARE,3/21/21,7298768,-1,117712,108265,73.8,-1
ARE,3/22/21,7374725,-1,75957,113692,74.56,-1
